,number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_gamma,params_learning_rate,params_max_price,params_max_reserve_capacity_fraction,params_n_epochs,params_n_steps,state
38,38,6281.044,2023-01-24 22:22:21.538928,2023-01-24 22:27:01.222516,0 days 00:04:39.683588,0.007395916764504702,0.8700784853966371,0.0011400519452457393,34.5,0.5,5,232,COMPLETE
39,39,6267.2480000000005,2023-01-24 22:22:27.632780,2023-01-24 22:25:51.704784,0 days 00:03:24.072004,3.3043957058344706e-07,0.8630987424710014,0.05174763546382481,15.5,0.45000000000000007,1,220,COMPLETE
40,40,7087.1,2023-01-24 22:25:51.704784,2023-01-24 22:32:53.796014,0 days 00:07:02.091230,0.05028907435298975,0.9427475937453036,5.167264056800484e-07,5.0,0.1,23,2128,COMPLETE
41,41,6401.76,2023-01-24 22:27:01.238141,2023-01-24 22:30:07.743907,0 days 00:03:06.505766,0.0001488011961017918,0.9371263897399219,0.2368157518338454,5.0,0.30000000000000004,7,406,COMPLETE
42,42,6788.255999999999,2023-01-24 22:30:07.743907,2023-01-24 22:33:23.906855,0 days 00:03:16.162948,1.0861919311057778e-06,0.8719957254647718,0.0007145187497112763,6.0,0.5,7,582,COMPLETE
43,43,6529.9800000000005,2023-01-24 22:32:53.811635,2023-01-24 22:38:00.460554,0 days 00:05:06.648919,0.0040960710792725934,0.9657898165067941,2.9661805497302256e-06,11.5,0.15000000000000002,20,1968,COMPLETE
44,44,6772.6720000000005,2023-01-24 22:33:23.922483,2023-01-24 22:38:46.680814,0 days 00:05:22.758331,0.022600264929659154,0.93144878731875,7.281273611145239e-05,13.5,0.15000000000000002,20,2137,COMPLETE
45,45,5699.528,2023-01-24 22:38:00.460554,2023-01-24 22:42:49.129319,0 days 00:04:48.668765,0.09512550824903988,0.9444169093408632,1.577349555561441e-07,5.0,0.1,23,2385,PRUNED
46,46,6989.6,2023-01-24 22:38:46.696446,2023-01-24 22:44:25.744061,0 days 00:05:39.047615,0.0002786491805029386,0.8797279081538145,3.059031807887649e-06,9.0,0.1,23,2204,COMPLETE
47,47,6649.084,2023-01-24 22:42:49.144929,2023-01-24 22:51:05.400303,0 days 00:08:16.255374,0.0201775016573747,0.9396600485787773,1.5571269260762416e-06,5.5,0.15000000000000002,21,1541,COMPLETE
